snapshot_date,store_id,product_id,quantity_on_hand,reorder_point
2026-07-15,ST-004,PR-00034,483,55
2026-07-15,ST-004,PR-00035,472,44
2026-07-15,ST-004,PR-00036,224,49
2026-07-15,ST-004,PR-00037,342,58
2026-07-15,ST-004,PR-00038,342,93
2026-07-15,ST-004,PR-00039,194,94
2026-07-15,ST-004,PR-00040,281,79
2026-07-15,ST-004,PR-00041,91,28
2026-07-15,ST-004,PR-00042,288,38
2026-07-15,ST-004,PR-00043,435,39
2026-07-15,ST-004,PR-00044,469,38
2026-07-15,ST-004,PR-00045,62,79
2026-07-15,ST-004,PR-00046,161,57
2026-07-15,ST-004,PR-00047,243,27
2026-07-15,ST-004,PR-00048,378,30
2026-07-15,ST-004,PR-00049,374,97
2026-07-15,ST-004,PR-00050,6,23
2026-07-15,ST-004,PR-00051,484,49
2026-07-15,ST-004,PR-00052,290,39
2026-07-15,ST-004,PR-00053,407,48
2026-07-15,ST-004,PR-00054,315,91
2026-07-15,ST-004,PR-00055,322,87
2026-07-15,ST-004,PR-00056,110,60
2026-07-15,ST-004,PR-00057,285,88
2026-07-15,ST-004,PR-00058,234,87
2026-07-15,ST-004,PR-00059,140,94
2026-07-15,ST-004,PR-00060,310,46
2026-07-15,ST-004,PR-00061,223,37
2026-07-15,ST-004,PR-00062,474,32
2026-07-15,ST-004,PR-00063,170,22
2026-07-15,ST-004,PR-00064,334,78
2026-07-15,ST-004,PR-00065,408,25
2026-07-15,ST-004,PR-00066,135,98
2026-07-15,ST-004,PR-00067,96,54
2026-07-15,ST-004,PR-00068,444,75
2026-07-15,ST-004,PR-00069,130,68
2026-07-15,ST-004,PR-00070,196,46
2026-07-15,ST-004,PR-00071,459,79
2026-07-15,ST-004,PR-00072,500,81
2026-07-15,ST-004,PR-00073,191,51
2026-07-15,ST-004,PR-00074,27,65
2026-07-15,ST-004,PR-00075,301,98
2026-07-15,ST-004,PR-00076,468,91
2026-07-15,ST-004,PR-00077,405,58
2026-07-15,ST-004,PR-00078,138,42
2026-07-15,ST-004,PR-00079,281,35
2026-07-15,ST-004,PR-00080,103,59
2026-07-15,ST-004,PR-00081,367,100
2026-07-15,ST-004,PR-00082,134,44
2026-07-15,ST-004,PR-00083,377,96
2026-07-15,ST-004,PR-00084,296,59
2026-07-15,ST-004,PR-00085,177,44
2026-07-15,ST-004,PR-00086,301,41
2026-07-15,ST-004,PR-00087,500,65
2026-07-15,ST-004,PR-00088,485,100
2026-07-15,ST-004,PR-00089,473,57
2026-07-15,ST-004,PR-00090,346,53
2026-07-15,ST-004,PR-00091,273,21
2026-07-15,ST-004,PR-00092,371,84
2026-07-15,ST-004,PR-00093,383,33
2026-07-15,ST-004,PR-00094,268,37
2026-07-15,ST-004,PR-00095,426,71
2026-07-15,ST-004,PR-00096,79,43
2026-07-15,ST-004,PR-00097,81,24
2026-07-15,ST-004,PR-00098,364,96
2026-07-15,ST-004,PR-00099,351,20
2026-07-15,ST-004,PR-00100,224,77
2026-07-15,ST-004,PR-00101,107,50
2026-07-15,ST-004,PR-00102,27,25
2026-07-15,ST-004,PR-00103,348,47
2026-07-15,ST-004,PR-00104,384,70
2026-07-15,ST-004,PR-00105,381,69
2026-07-15,ST-004,PR-00106,198,93
2026-07-15,ST-004,PR-00107,159,37
2026-07-15,ST-004,PR-00108,89,80
2026-07-15,ST-004,PR-00109,221,92
2026-07-15,ST-004,PR-00110,113,32
2026-07-15,ST-004,PR-00111,188,94
2026-07-15,ST-004,PR-00112,24,80
2026-07-15,ST-004,PR-00113,260,93
2026-07-15,ST-004,PR-00114,466,63
2026-07-15,ST-004,PR-00115,4,74
2026-07-15,ST-004,PR-00116,459,22
2026-07-15,ST-004,PR-00117,452,79
2026-07-15,ST-004,PR-00118,308,90
2026-07-15,ST-004,PR-00119,298,92
2026-07-15,ST-004,PR-00120,398,25
2026-07-15,ST-004,PR-00121,347,93
2026-07-15,ST-004,PR-00122,489,91
2026-07-15,ST-004,PR-00123,47,36
2026-07-15,ST-004,PR-00124,37,53
2026-07-15,ST-004,PR-00125,128,94
2026-07-15,ST-004,PR-00126,391,80
2026-07-15,ST-004,PR-00127,313,56
2026-07-15,ST-004,PR-00128,196,32
2026-07-15,ST-004,PR-00129,286,85
2026-07-15,ST-004,PR-00130,235,33
2026-07-15,ST-004,PR-00131,22,85
2026-07-15,ST-004,PR-00132,119,24
2026-07-15,ST-004,PR-00133,46,25
2026-07-15,ST-004,PR-00134,466,39
2026-07-15,ST-004,PR-00135,69,81
2026-07-15,ST-004,PR-00136,175,44
2026-07-15,ST-004,PR-00137,108,80
2026-07-15,ST-004,PR-00138,150,30
2026-07-15,ST-004,PR-00139,146,97
2026-07-15,ST-004,PR-00140,451,59
2026-07-15,ST-004,PR-00141,190,39
2026-07-15,ST-004,PR-00142,79,21
2026-07-15,ST-004,PR-00143,439,30
2026-07-15,ST-004,PR-00144,70,26
2026-07-15,ST-004,PR-00145,358,33
2026-07-15,ST-004,PR-00146,136,64
2026-07-15,ST-004,PR-00147,284,63
2026-07-15,ST-004,PR-00148,14,73
2026-07-15,ST-004,PR-00149,45,93
2026-07-15,ST-004,PR-00150,231,81
2026-07-15,ST-004,PR-00151,472,34
2026-07-15,ST-004,PR-00152,95,23
2026-07-15,ST-004,PR-00153,86,65
2026-07-15,ST-004,PR-00154,444,63
2026-07-15,ST-004,PR-00155,359,55
2026-07-15,ST-004,PR-00156,43,59
2026-07-15,ST-004,PR-00157,174,78
2026-07-15,ST-004,PR-00158,258,75
2026-07-15,ST-004,PR-00159,376,88
2026-07-15,ST-004,PR-00160,100,59
2026-07-15,ST-004,PR-00161,78,26
2026-07-15,ST-004,PR-00162,404,76
2026-07-15,ST-004,PR-00163,45,57
2026-07-15,ST-004,PR-00164,154,30
2026-07-15,ST-004,PR-00165,183,52
2026-07-15,ST-004,PR-00166,73,76
2026-07-15,ST-004,PR-00167,115,32
2026-07-15,ST-004,PR-00168,137,27
2026-07-15,ST-004,PR-00169,266,23
2026-07-15,ST-004,PR-00170,48,59
2026-07-15,ST-004,PR-00171,309,50
2026-07-15,ST-004,PR-00172,359,41
2026-07-15,ST-004,PR-00173,451,28
2026-07-15,ST-004,PR-00174,11,32
2026-07-15,ST-004,PR-00175,210,96
2026-07-15,ST-004,PR-00176,381,86
2026-07-15,ST-004,PR-00177,141,55
2026-07-15,ST-004,PR-00178,461,66
2026-07-15,ST-004,PR-00179,418,48
2026-07-15,ST-004,PR-00180,397,95
2026-07-15,ST-004,PR-00181,188,99
2026-07-15,ST-004,PR-00182,424,39
2026-07-15,ST-004,PR-00183,255,61
2026-07-15,ST-004,PR-00184,259,29
2026-07-15,ST-004,PR-00185,156,76
2026-07-15,ST-004,PR-00186,302,74
2026-07-15,ST-004,PR-00187,291,45
2026-07-15,ST-004,PR-00188,422,73
2026-07-15,ST-004,PR-00189,43,96
2026-07-15,ST-004,PR-00190,336,66
2026-07-15,ST-004,PR-00191,238,43
2026-07-15,ST-004,PR-00192,37,75
2026-07-15,ST-004,PR-00193,131,99
2026-07-15,ST-004,PR-00194,306,36
2026-07-15,ST-004,PR-00195,394,33
2026-07-15,ST-004,PR-00196,362,46
2026-07-15,ST-004,PR-00197,384,65
2026-07-15,ST-004,PR-00198,146,28
2026-07-15,ST-004,PR-00199,414,68
2026-07-15,ST-004,PR-00200,141,99
2026-07-15,ST-005,PR-00001,271,62
2026-07-15,ST-005,PR-00002,450,35
2026-07-15,ST-005,PR-00003,50,91
2026-07-15,ST-005,PR-00004,225,100
2026-07-15,ST-005,PR-00005,404,26
2026-07-15,ST-005,PR-00006,139,41
2026-07-15,ST-005,PR-00007,354,85
2026-07-15,ST-005,PR-00008,321,37
2026-07-15,ST-005,PR-00009,178,71
2026-07-15,ST-005,PR-00010,95,29
2026-07-15,ST-005,PR-00011,186,73
2026-07-15,ST-005,PR-00012,452,63
2026-07-15,ST-005,PR-00013,219,36
2026-07-15,ST-005,PR-00014,499,20
2026-07-15,ST-005,PR-00015,153,60
2026-07-15,ST-005,PR-00016,349,68
2026-07-15,ST-005,PR-00017,3,50
2026-07-15,ST-005,PR-00018,376,100
2026-07-15,ST-005,PR-00019,94,54
2026-07-15,ST-005,PR-00020,70,31
2026-07-15,ST-005,PR-00021,426,69
2026-07-15,ST-005,PR-00022,294,63
2026-07-15,ST-005,PR-00023,76,35
2026-07-15,ST-005,PR-00024,16,90
2026-07-15,ST-005,PR-00025,198,48
2026-07-15,ST-005,PR-00026,306,74
2026-07-15,ST-005,PR-00027,364,62
2026-07-15,ST-005,PR-00028,0,24
2026-07-15,ST-005,PR-00029,315,56
2026-07-15,ST-005,PR-00030,385,80
2026-07-15,ST-005,PR-00031,251,84
2026-07-15,ST-005,PR-00032,310,70
2026-07-15,ST-005,PR-00033,491,95
2026-07-15,ST-005,PR-00034,60,91
2026-07-15,ST-005,PR-00035,34,72
2026-07-15,ST-005,PR-00036,52,77
2026-07-15,ST-005,PR-00037,35,39
2026-07-15,ST-005,PR-00038,192,28
2026-07-15,ST-005,PR-00039,124,73
2026-07-15,ST-005,PR-00040,492,52
2026-07-15,ST-005,PR-00041,417,79
2026-07-15,ST-005,PR-00042,438,35
2026-07-15,ST-005,PR-00043,178,30
2026-07-15,ST-005,PR-00044,423,53
2026-07-15,ST-005,PR-00045,282,51
2026-07-15,ST-005,PR-00046,418,28
2026-07-15,ST-005,PR-00047,451,38
2026-07-15,ST-005,PR-00048,229,56
2026-07-15,ST-005,PR-00049,192,74
2026-07-15,ST-005,PR-00050,89,43
2026-07-15,ST-005,PR-00051,157,32
2026-07-15,ST-005,PR-00052,223,97
2026-07-15,ST-005,PR-00053,10,23
2026-07-15,ST-005,PR-00054,328,32
2026-07-15,ST-005,PR-00055,499,88
2026-07-15,ST-005,PR-00056,34,39
2026-07-15,ST-005,PR-00057,260,74
2026-07-15,ST-005,PR-00058,244,80
2026-07-15,ST-005,PR-00059,137,61
2026-07-15,ST-005,PR-00060,337,59
2026-07-15,ST-005,PR-00061,247,76
2026-07-15,ST-005,PR-00062,195,49
2026-07-15,ST-005,PR-00063,311,36
2026-07-15,ST-005,PR-00064,366,48
2026-07-15,ST-005,PR-00065,483,32
2026-07-15,ST-005,PR-00066,478,97
2026-07-15,ST-005,PR-00067,133,38
2026-07-15,ST-005,PR-00068,398,93
2026-07-15,ST-005,PR-00069,130,23
2026-07-15,ST-005,PR-00070,68,45
2026-07-15,ST-005,PR-00071,471,43
2026-07-15,ST-005,PR-00072,54,100
2026-07-15,ST-005,PR-00073,162,32
2026-07-15,ST-005,PR-00074,406,92
2026-07-15,ST-005,PR-00075,277,96
2026-07-15,ST-005,PR-00076,263,49
2026-07-15,ST-005,PR-00077,369,91
2026-07-15,ST-005,PR-00078,340,38
2026-07-15,ST-005,PR-00079,463,27
2026-07-15,ST-005,PR-00080,399,86
2026-07-15,ST-005,PR-00081,169,91
2026-07-15,ST-005,PR-00082,173,46
2026-07-15,ST-005,PR-00083,76,53
2026-07-15,ST-005,PR-00084,406,30
2026-07-15,ST-005,PR-00085,156,32
2026-07-15,ST-005,PR-00086,164,50
2026-07-15,ST-005,PR-00087,124,61
2026-07-15,ST-005,PR-00088,295,58
2026-07-15,ST-005,PR-00089,2,22
2026-07-15,ST-005,PR-00090,301,65
2026-07-15,ST-005,PR-00091,193,32
2026-07-15,ST-005,PR-00092,218,92
2026-07-15,ST-005,PR-00093,168,95
2026-07-15,ST-005,PR-00094,130,69
2026-07-15,ST-005,PR-00095,280,61
2026-07-15,ST-005,PR-00096,85,59
2026-07-15,ST-005,PR-00097,389,54
2026-07-15,ST-005,PR-00098,155,43
2026-07-15,ST-005,PR-00099,362,74
2026-07-15,ST-005,PR-00100,403,21
2026-07-15,ST-005,PR-00101,130,39
2026-07-15,ST-005,PR-00102,51,95
2026-07-15,ST-005,PR-00103,9,30
2026-07-15,ST-005,PR-00104,499,34
2026-07-15,ST-005,PR-00105,291,57
2026-07-15,ST-005,PR-00106,401,71
2026-07-15,ST-005,PR-00107,324,43
2026-07-15,ST-005,PR-00108,217,41
2026-07-15,ST-005,PR-00109,24,97
2026-07-15,ST-005,PR-00110,84,58
2026-07-15,ST-005,PR-00111,359,54
2026-07-15,ST-005,PR-00112,129,58
2026-07-15,ST-005,PR-00113,367,80
2026-07-15,ST-005,PR-00114,121,95
2026-07-15,ST-005,PR-00115,488,92
2026-07-15,ST-005,PR-00116,202,49
2026-07-15,ST-005,PR-00117,488,77
2026-07-15,ST-005,PR-00118,151,50
2026-07-15,ST-005,PR-00119,416,43
2026-07-15,ST-005,PR-00120,454,47
2026-07-15,ST-005,PR-00121,277,52
2026-07-15,ST-005,PR-00122,7,63
2026-07-15,ST-005,PR-00123,479,24
2026-07-15,ST-005,PR-00124,67,47
2026-07-15,ST-005,PR-00125,8,72
2026-07-15,ST-005,PR-00126,409,32
2026-07-15,ST-005,PR-00127,273,57
2026-07-15,ST-005,PR-00128,141,57
2026-07-15,ST-005,PR-00129,18,63
2026-07-15,ST-005,PR-00130,495,52
2026-07-15,ST-005,PR-00131,186,50
2026-07-15,ST-005,PR-00132,111,68
2026-07-15,ST-005,PR-00133,300,20
2026-07-15,ST-005,PR-00134,363,71
2026-07-15,ST-005,PR-00135,314,35
2026-07-15,ST-005,PR-00136,169,24
2026-07-15,ST-005,PR-00137,47,99
2026-07-15,ST-005,PR-00138,494,27
2026-07-15,ST-005,PR-00139,12,34
2026-07-15,ST-005,PR-00140,220,28
2026-07-15,ST-005,PR-00141,456,55
2026-07-15,ST-005,PR-00142,294,80
2026-07-15,ST-005,PR-00143,179,67
2026-07-15,ST-005,PR-00144,485,44
2026-07-15,ST-005,PR-00145,136,92
2026-07-15,ST-005,PR-00146,251,22
2026-07-15,ST-005,PR-00147,298,81
2026-07-15,ST-005,PR-00148,232,91
2026-07-15,ST-005,PR-00149,241,24
2026-07-15,ST-005,PR-00150,258,43
2026-07-15,ST-005,PR-00151,31,46
2026-07-15,ST-005,PR-00152,312,38
2026-07-15,ST-005,PR-00153,81,24
2026-07-15,ST-005,PR-00154,42,55
2026-07-15,ST-005,PR-00155,424,29
2026-07-15,ST-005,PR-00156,473,34
2026-07-15,ST-005,PR-00157,355,30
2026-07-15,ST-005,PR-00158,455,94
2026-07-15,ST-005,PR-00159,135,61
2026-07-15,ST-005,PR-00160,53,37
2026-07-15,ST-005,PR-00161,190,96
2026-07-15,ST-005,PR-00162,166,35
2026-07-15,ST-005,PR-00163,38,20
2026-07-15,ST-005,PR-00164,333,22
2026-07-15,ST-005,PR-00165,157,39
2026-07-15,ST-005,PR-00166,402,22
2026-07-15,ST-005,PR-00167,15,81
2026-07-15,ST-005,PR-00168,167,94
2026-07-15,ST-005,PR-00169,349,25
2026-07-15,ST-005,PR-00170,178,83
2026-07-15,ST-005,PR-00171,342,78
2026-07-15,ST-005,PR-00172,239,40
2026-07-15,ST-005,PR-00173,482,30
2026-07-15,ST-005,PR-00174,297,21
2026-07-15,ST-005,PR-00175,453,93
2026-07-15,ST-005,PR-00176,231,95
2026-07-15,ST-005,PR-00177,120,91
2026-07-15,ST-005,PR-00178,12,96
2026-07-15,ST-005,PR-00179,17,52
2026-07-15,ST-005,PR-00180,372,65
2026-07-15,ST-005,PR-00181,172,84
2026-07-15,ST-005,PR-00182,208,46
2026-07-15,ST-005,PR-00183,187,73
2026-07-15,ST-005,PR-00184,319,54
2026-07-15,ST-005,PR-00185,19,77
2026-07-15,ST-005,PR-00186,149,58
2026-07-15,ST-005,PR-00187,63,45
2026-07-15,ST-005,PR-00188,432,60
2026-07-15,ST-005,PR-00189,450,31
2026-07-15,ST-005,PR-00190,57,73
2026-07-15,ST-005,PR-00191,149,30
2026-07-15,ST-005,PR-00192,395,77
2026-07-15,ST-005,PR-00193,123,82
2026-07-15,ST-005,PR-00194,49,35
2026-07-15,ST-005,PR-00195,291,79
2026-07-15,ST-005,PR-00196,138,85
2026-07-15,ST-005,PR-00197,340,20
2026-07-15,ST-005,PR-00198,333,77
2026-07-15,ST-005,PR-00199,268,52
2026-07-15,ST-005,PR-00200,464,71
2026-07-15,ST-006,PR-00001,121,73
2026-07-15,ST-006,PR-00002,193,74
2026-07-15,ST-006,PR-00003,491,46
2026-07-15,ST-006,PR-00004,314,34
2026-07-15,ST-006,PR-00005,407,50
2026-07-15,ST-006,PR-00006,132,55
2026-07-15,ST-006,PR-00007,289,27
2026-07-15,ST-006,PR-00008,314,87
2026-07-15,ST-006,PR-00009,83,40
2026-07-15,ST-006,PR-00010,486,44
2026-07-15,ST-006,PR-00011,427,91
2026-07-15,ST-006,PR-00012,398,48
2026-07-15,ST-006,PR-00013,118,33
2026-07-15,ST-006,PR-00014,136,78
2026-07-15,ST-006,PR-00015,73,79
2026-07-15,ST-006,PR-00016,325,52
2026-07-15,ST-006,PR-00017,389,81
2026-07-15,ST-006,PR-00018,329,90
2026-07-15,ST-006,PR-00019,116,38
2026-07-15,ST-006,PR-00020,393,27
2026-07-15,ST-006,PR-00021,146,29
2026-07-15,ST-006,PR-00022,62,51
2026-07-15,ST-006,PR-00023,47,40
2026-07-15,ST-006,PR-00024,415,33
2026-07-15,ST-006,PR-00025,14,53
2026-07-15,ST-006,PR-00026,338,82
2026-07-15,ST-006,PR-00027,365,94
2026-07-15,ST-006,PR-00028,372,67
2026-07-15,ST-006,PR-00029,9,71
2026-07-15,ST-006,PR-00030,328,80
2026-07-15,ST-006,PR-00031,170,69
2026-07-15,ST-006,PR-00032,243,61
2026-07-15,ST-006,PR-00033,356,49
2026-07-15,ST-006,PR-00034,92,59
2026-07-15,ST-006,PR-00035,403,44
2026-07-15,ST-006,PR-00036,1,63
2026-07-15,ST-006,PR-00037,59,46
2026-07-15,ST-006,PR-00038,415,98
2026-07-15,ST-006,PR-00039,109,51
2026-07-15,ST-006,PR-00040,418,52
2026-07-15,ST-006,PR-00041,368,81
2026-07-15,ST-006,PR-00042,80,26
2026-07-15,ST-006,PR-00043,183,55
2026-07-15,ST-006,PR-00044,252,31
2026-07-15,ST-006,PR-00045,327,26
2026-07-15,ST-006,PR-00046,296,91
2026-07-15,ST-006,PR-00047,216,74
2026-07-15,ST-006,PR-00048,304,55
2026-07-15,ST-006,PR-00049,132,32
2026-07-15,ST-006,PR-00050,11,25
2026-07-15,ST-006,PR-00051,399,61
2026-07-15,ST-006,PR-00052,373,92
2026-07-15,ST-006,PR-00053,410,41
2026-07-15,ST-006,PR-00054,327,62
2026-07-15,ST-006,PR-00055,49,68
2026-07-15,ST-006,PR-00056,97,60
2026-07-15,ST-006,PR-00057,329,23
2026-07-15,ST-006,PR-00058,405,49
2026-07-15,ST-006,PR-00059,108,71
2026-07-15,ST-006,PR-00060,358,100
2026-07-15,ST-006,PR-00061,165,39
2026-07-15,ST-006,PR-00062,82,60
2026-07-15,ST-006,PR-00063,416,73
2026-07-15,ST-006,PR-00064,52,43
2026-07-15,ST-006,PR-00065,86,23
2026-07-15,ST-006,PR-00066,50,54
2026-07-15,ST-006,PR-00067,182,85
2026-07-15,ST-006,PR-00068,305,86
2026-07-15,ST-006,PR-00069,117,97
2026-07-15,ST-006,PR-00070,244,80
2026-07-15,ST-006,PR-00071,233,21
2026-07-15,ST-006,PR-00072,127,25
2026-07-15,ST-006,PR-00073,368,67
2026-07-15,ST-006,PR-00074,439,67
2026-07-15,ST-006,PR-00075,495,78
2026-07-15,ST-006,PR-00076,227,71
2026-07-15,ST-006,PR-00077,285,39
2026-07-15,ST-006,PR-00078,224,95
2026-07-15,ST-006,PR-00079,489,64
2026-07-15,ST-006,PR-00080,358,34
2026-07-15,ST-006,PR-00081,112,96
2026-07-15,ST-006,PR-00082,212,39
2026-07-15,ST-006,PR-00083,304,23
2026-07-15,ST-006,PR-00084,72,33
2026-07-15,ST-006,PR-00085,334,59
2026-07-15,ST-006,PR-00086,359,60
2026-07-15,ST-006,PR-00087,328,53
2026-07-15,ST-006,PR-00088,117,75
2026-07-15,ST-006,PR-00089,341,50
2026-07-15,ST-006,PR-00090,475,61
2026-07-15,ST-006,PR-00091,202,98
2026-07-15,ST-006,PR-00092,226,98
2026-07-15,ST-006,PR-00093,53,67
2026-07-15,ST-006,PR-00094,372,79
2026-07-15,ST-006,PR-00095,68,25
2026-07-15,ST-006,PR-00096,212,89
2026-07-15,ST-006,PR-00097,421,60
2026-07-15,ST-006,PR-00098,217,47
2026-07-15,ST-006,PR-00099,470,68
2026-07-15,ST-006,PR-00100,485,69
2026-07-15,ST-006,PR-00101,80,33
2026-07-15,ST-006,PR-00102,112,56
2026-07-15,ST-006,PR-00103,284,26
2026-07-15,ST-006,PR-00104,232,96
2026-07-15,ST-006,PR-00105,419,59
2026-07-15,ST-006,PR-00106,207,51
2026-07-15,ST-006,PR-00107,204,84
2026-07-15,ST-006,PR-00108,325,68
2026-07-15,ST-006,PR-00109,444,35
2026-07-15,ST-006,PR-00110,283,82
2026-07-15,ST-006,PR-00111,278,59
2026-07-15,ST-006,PR-00112,282,48
2026-07-15,ST-006,PR-00113,100,59
2026-07-15,ST-006,PR-00114,38,37
2026-07-15,ST-006,PR-00115,289,51
2026-07-15,ST-006,PR-00116,445,82
2026-07-15,ST-006,PR-00117,235,35
2026-07-15,ST-006,PR-00118,206,42
2026-07-15,ST-006,PR-00119,285,83
2026-07-15,ST-006,PR-00120,401,100
2026-07-15,ST-006,PR-00121,245,41
2026-07-15,ST-006,PR-00122,226,54
2026-07-15,ST-006,PR-00123,123,55
2026-07-15,ST-006,PR-00124,210,47
2026-07-15,ST-006,PR-00125,80,36
2026-07-15,ST-006,PR-00126,264,36
2026-07-15,ST-006,PR-00127,246,43
2026-07-15,ST-006,PR-00128,280,33
2026-07-15,ST-006,PR-00129,227,70
2026-07-15,ST-006,PR-00130,294,31
2026-07-15,ST-006,PR-00131,160,66
2026-07-15,ST-006,PR-00132,355,24
2026-07-15,ST-006,PR-00133,139,53
2026-07-15,ST-006,PR-00134,70,62
2026-07-15,ST-006,PR-00135,328,45
2026-07-15,ST-006,PR-00136,118,94
2026-07-15,ST-006,PR-00137,294,71
2026-07-15,ST-006,PR-00138,386,91
2026-07-15,ST-006,PR-00139,233,87
2026-07-15,ST-006,PR-00140,317,47
2026-07-15,ST-006,PR-00141,405,43
2026-07-15,ST-006,PR-00142,25,63
2026-07-15,ST-006,PR-00143,100,84
2026-07-15,ST-006,PR-00144,304,39
2026-07-15,ST-006,PR-00145,314,26
2026-07-15,ST-006,PR-00146,460,24
2026-07-15,ST-006,PR-00147,30,94
2026-07-15,ST-006,PR-00148,491,49
2026-07-15,ST-006,PR-00149,231,97
2026-07-15,ST-006,PR-00150,54,99
2026-07-15,ST-006,PR-00151,438,88
2026-07-15,ST-006,PR-00152,499,41
2026-07-15,ST-006,PR-00153,488,32
2026-07-15,ST-006,PR-00154,447,70
2026-07-15,ST-006,PR-00155,25,50
2026-07-15,ST-006,PR-00156,454,95
2026-07-15,ST-006,PR-00157,231,36
2026-07-15,ST-006,PR-00158,205,45
2026-07-15,ST-006,PR-00159,395,74
2026-07-15,ST-006,PR-00160,315,21
2026-07-15,ST-006,PR-00161,300,97
2026-07-15,ST-006,PR-00162,271,58
2026-07-15,ST-006,PR-00163,148,22
2026-07-15,ST-006,PR-00164,336,22
2026-07-15,ST-006,PR-00165,401,91
2026-07-15,ST-006,PR-00166,57,23
2026-07-15,ST-006,PR-00167,38,44
2026-07-15,ST-006,PR-00168,333,57
2026-07-15,ST-006,PR-00169,427,61
2026-07-15,ST-006,PR-00170,325,40
2026-07-15,ST-006,PR-00171,325,98
2026-07-15,ST-006,PR-00172,464,60
2026-07-15,ST-006,PR-00173,146,41
2026-07-15,ST-006,PR-00174,260,98
2026-07-15,ST-006,PR-00175,103,87
2026-07-15,ST-006,PR-00176,164,89
2026-07-15,ST-006,PR-00177,157,44
2026-07-15,ST-006,PR-00178,329,90
2026-07-15,ST-006,PR-00179,333,91
2026-07-15,ST-006,PR-00180,140,80
2026-07-15,ST-006,PR-00181,345,64
2026-07-15,ST-006,PR-00182,375,67
2026-07-15,ST-006,PR-00183,355,74
2026-07-15,ST-006,PR-00184,283,69
2026-07-15,ST-006,PR-00185,88,37
2026-07-15,ST-006,PR-00186,347,35
2026-07-15,ST-006,PR-00187,120,70
2026-07-15,ST-006,PR-00188,100,84
2026-07-15,ST-006,PR-00189,181,75
2026-07-15,ST-006,PR-00190,230,93
2026-07-15,ST-006,PR-00191,425,76
2026-07-15,ST-006,PR-00192,391,62
2026-07-15,ST-006,PR-00193,159,45
2026-07-15,ST-006,PR-00194,452,97
2026-07-15,ST-006,PR-00195,64,49
2026-07-15,ST-006,PR-00196,41,77
2026-07-15,ST-006,PR-00197,67,31
2026-07-15,ST-006,PR-00198,367,20
2026-07-15,ST-006,PR-00199,68,29
2026-07-15,ST-006,PR-00200,204,31
2026-07-15,ST-007,PR-00001,376,24
2026-07-15,ST-007,PR-00002,198,92
2026-07-15,ST-007,PR-00003,61,61
2026-07-15,ST-007,PR-00004,74,70
2026-07-15,ST-007,PR-00005,210,71
2026-07-15,ST-007,PR-00006,191,35
2026-07-15,ST-007,PR-00007,230,70
2026-07-15,ST-007,PR-00008,332,76
2026-07-15,ST-007,PR-00009,254,85
2026-07-15,ST-007,PR-00010,166,97
2026-07-15,ST-007,PR-00011,342,84
2026-07-15,ST-007,PR-00012,157,43
2026-07-15,ST-007,PR-00013,180,77
2026-07-15,ST-007,PR-00014,443,49
2026-07-15,ST-007,PR-00015,310,42
2026-07-15,ST-007,PR-00016,161,59
2026-07-15,ST-007,PR-00017,38,33
2026-07-15,ST-007,PR-00018,370,65
2026-07-15,ST-007,PR-00019,322,72
2026-07-15,ST-007,PR-00020,146,96
2026-07-15,ST-007,PR-00021,248,72
2026-07-15,ST-007,PR-00022,309,55
2026-07-15,ST-007,PR-00023,162,99
2026-07-15,ST-007,PR-00024,158,88
2026-07-15,ST-007,PR-00025,67,24
2026-07-15,ST-007,PR-00026,142,86
2026-07-15,ST-007,PR-00027,267,65
2026-07-15,ST-007,PR-00028,126,31
2026-07-15,ST-007,PR-00029,349,70
2026-07-15,ST-007,PR-00030,325,29
2026-07-15,ST-007,PR-00031,252,36
2026-07-15,ST-007,PR-00032,454,45
2026-07-15,ST-007,PR-00033,243,37
2026-07-15,ST-007,PR-00034,209,60
2026-07-15,ST-007,PR-00035,299,27
2026-07-15,ST-007,PR-00036,110,49
2026-07-15,ST-007,PR-00037,35,55
2026-07-15,ST-007,PR-00038,12,96
2026-07-15,ST-007,PR-00039,114,47
2026-07-15,ST-007,PR-00040,275,80
2026-07-15,ST-007,PR-00041,135,65
2026-07-15,ST-007,PR-00042,331,21
2026-07-15,ST-007,PR-00043,138,55
2026-07-15,ST-007,PR-00044,389,80
2026-07-15,ST-007,PR-00045,128,71
2026-07-15,ST-007,PR-00046,79,27
2026-07-15,ST-007,PR-00047,131,60
2026-07-15,ST-007,PR-00048,314,49
2026-07-15,ST-007,PR-00049,30,84
2026-07-15,ST-007,PR-00050,53,68
2026-07-15,ST-007,PR-00051,20,69
2026-07-15,ST-007,PR-00052,278,63
2026-07-15,ST-007,PR-00053,181,39
2026-07-15,ST-007,PR-00054,29,30
2026-07-15,ST-007,PR-00055,493,80
2026-07-15,ST-007,PR-00056,328,83
2026-07-15,ST-007,PR-00057,473,61
2026-07-15,ST-007,PR-00058,295,27
2026-07-15,ST-007,PR-00059,135,27
2026-07-15,ST-007,PR-00060,278,97
2026-07-15,ST-007,PR-00061,138,36
2026-07-15,ST-007,PR-00062,127,83
2026-07-15,ST-007,PR-00063,146,79
2026-07-15,ST-007,PR-00064,113,21
2026-07-15,ST-007,PR-00065,123,28
2026-07-15,ST-007,PR-00066,357,95
2026-07-15,ST-007,PR-00067,416,47
2026-07-15,ST-007,PR-00068,289,77
